seed,dq,dp,de,dgf,dgm,dg1,dg2,dg3,dg4,pf,pm,p1,p2,p3,p4,blue_daf,blue_dam,blue_da1,blue_da2,blue_da3,blue_da4,pink_daf,pink_dam,pink_da1,pink_da2,pink_da3,pink_da4,blue_laf,blue_lam,blue_la1,blue_la2,blue_la3,blue_la4,pink_laf,pink_lam,pink_la1,pink_la2,pink_la3,pink_la4,pedid,xr1,blue_recomb,x1,xr2,pink_recomb,x2,x
463937847,0.4,0.6,0.1,2,2,2,2,1,2,-0.02434931,0.0499365051,0.0572205527,0.044887339,-0.596858361,0.0304009329,1,1,1,1,1,1,2,2,2,2,1,2,5,5,2,2,5,5,2,5,5,5,5,5,1,0.6234570307,0,0.0205710237,0.8318180502,0,0.9870145204,0.304009329
866987325,0.4,0.6,0.1,1,1,1,1,1,1,-0.581862986,-0.550944425,-0.713081632,-0.711292623,-0.549400388,-0.677319171,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,1,1,1,1,4,2,4,2,2,2,0.9400171987,0,0.7342605459,0.9020078894,0,0.4989527289,-0.773191711
998823970,0.4,0.6,0.1,2,2,1,2,2,1,-0.052238315,0.0577706572,-0.559776748,0.2045187705,-0.168968213,-0.843170468,2,2,1,1,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3,0.4551060942,0,0.8308473927,0.8741349317,0,0.5616698151,-2.431704678
734635899,0.4,0.6,0.1,1,1,1,1,1,1,-0.70312857,-0.458062619,-0.469660496,-0.575802988,-0.446338592,-0.647311886,1,1,1,1,1,1,1,1,1,1,1,1,5,6,5,5,5,5,5,3,6,3,6,3,4,0.8599847475,0,0.4983037685,0.8867703028,0,0.7267521409,-0.473118856
1962974514,0.4,0.6,0.1,3,2,2,2,3,2,0.8329319947,-0.090480959,-0.040014738,-0.005006855,0.6904375025,0.1063680044,2,1,2,2,2,2,2,2,1,1,2,1,4,2,1,1,4,1,1,3,2,2,2,2,5,0.3580578409,1,0.2918987406,0.7963616358,0,0.0482422607,1.0636800442
679865644,0.4,0.6,0.1,2,1,1,2,2,2,-0.127816716,-0.608818731,-0.410789647,-0.031590426,0.0645600973,-0.064543326,2,1,1,2,2,2,1,1,1,1,1,1,6,3,6,6,6,6,6,2,3,2,3,2,6,0.0713491966,1,0.0069867964,0.1314500655,1,0.1623794977,-0.645433259
1780215241,0.4,0.6,0.1,2,1,1,1,2,1,-0.166031575,-0.692060116,-0.536636475,-0.566624621,0.0941225461,-0.534793165,2,1,1,1,2,1,1,1,1,1,1,1,3,5,1,3,1,1,1,3,5,3,5,3,7,0.989847871,0,0.8001843853,0.7929820557,0,0.9962395639,0.6520683467
6541955,0.4,0.6,0.1,3,1,2,2,2,2,0.8353817106,-0.671871139,0.0236164157,0.0372305232,0.084474676,0.1002051217,2,1,2,2,2,2,2,1,1,1,1,1,3,3,6,6,3,3,6,5,3,3,5,3,8,0.9019142468,0,0.2660117891,0.6825140033,0,0.3350650903,1.0020512172
1042897464,0.4,0.6,0.1,3,1,2,2,2,2,0.8344257777,-0.72491241,-0.19506222,0.0522711593,-0.202083055,-0.135549053,2,1,2,2,2,2,2,1,1,1,1,1,4,2,2,2,4,4,2,3,2,3,3,3,9,0.548630147,0,0.4924837064,0.4273999466,0,0.555251282,-1.355490531
1452355784,0.4,0.6,0.1,1,2,1,2,2,1,-0.441716947,-0.041504059,-0.711800889,0.0931756805,-0.098306646,-0.7079735,1,2,1,1,1,1,1,1,1,2,2,1,6,4,3,3,6,6,3,6,4,4,4,6,10,0.700300753,0,0.1137666815,0.6350767313,0,0.6659619099,-1.079734996
2144457975,0.4,0.6,0.1,1,3,2,2,2,2,-0.573064218,0.8366146961,0.0929534389,0.1604344418,-0.074449214,0.1362275873,1,2,1,1,1,1,1,2,2,2,2,2,4,6,6,6,6,6,6,2,6,2,6,2,11,0.371696124,1,0.1872219509,0.3994643024,1,0.3267440602,1.3622758732
335245709,0.4,0.6,0.1,3,1,2,2,2,2,0.7742076066,-0.652336363,0.0201299855,-0.124146191,0.038177348,0.0959421252,2,1,2,2,2,2,2,1,1,1,1,1,5,4,5,5,5,5,5,3,3,3,3,3,12,0.8223182712,0,0.8858509175,0.1025853814,1,0.4807453954,0.9594212524
1820157317,0.4,0.6,0.1,2,2,3,2,3,2,-0.048827925,-0.172475294,0.7776119136,-0.112803547,0.7996764473,0.1364040702,2,2,2,1,2,2,1,1,2,2,2,1,6,4,6,5,6,6,5,5,4,5,4,5,13,0.5587916181,0,0.4113750916,0.5542312835,0,0.8342404826,1.3640407023
1116558348,0.4,0.6,0.1,3,3,3,3,3,3,0.7254337849,0.8694096101,0.9008010362,0.9800408339,0.5423447082,0.7057987183,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,6,1,1,6,6,14,0.6831294995,0,0.9410536736,0.8266839263,0,0.9764574421,-0.942012817
604901746,0.4,0.6,0.1,2,2,2,3,2,3,-0.043871859,0.0921959333,0.0546129751,0.6840439888,-0.046263295,0.7870086913,1,1,1,2,1,2,2,2,2,2,2,2,5,4,5,5,5,5,6,6,6,6,6,4,15,0.0745426454,1,0.9303556326,0.1626508106,1,0.874799218,-0.129913087
1489754846,0.4,0.6,0.1,2,2,2,2,3,2,0.0205730744,0.0392077976,-0.121928619,-0.257761278,0.7795012972,-0.009395982,1,2,2,1,2,1,2,1,1,2,2,2,6,3,3,6,6,3,3,2,2,3,2,3,16,0.3059875599,1,0.4922765295,0.9154229774,0,0.3548596605,-0.093959821
1409083667,0.4,0.6,0.1,2,2,1,2,2,2,0.1054330127,0.0353246621,-0.547147651,-0.18354905,-0.021052917,-0.020752491,2,1,1,2,1,1,1,2,1,1,2,2,4,6,4,6,6,6,6,5,6,6,6,6,17,0.5090104106,0,0.9944306021,0.3370771568,1,0.6738679887,-0.207524908
466641608,0.4,0.6,0.1,2,1,2,2,1,2,-0.017263913,-0.646695925,-0.057887806,0.0413539134,-0.604974185,0.0333962782,1,1,2,2,1,2,2,1,1,1,1,1,3,1,3,3,3,3,3,4,4,4,1,4,18,0.7331723323,0,0.988376718,0.8074846122,0,0.8256659516,0.3339627816
2027069554,0.4,0.6,0.1,1,1,1,1,1,1,-0.555215554,-0.767602023,-0.673935329,-0.517239516,-0.523681342,-0.447649784,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,1,6,6,5,3,3,5,3,19,0.5195882588,0,0.5996418025,0.9001612407,0,0.0538629601,1.5235021639
1161293754,0.4,0.6,0.1,2,1,2,1,1,2,0.1114733743,-0.645213255,-0.004372291,-0.764355187,-0.563096849,-0.165979113,2,1,2,1,1,2,1,1,1,1,1,1,5,3,3,5,5,3,3,1,1,1,1,1,20,0.3879405243,1,0.4910359627,0.688047699,0,0.917759675,-1.659791135
2114307310,0.4,0.6,0.1,1,2,1,2,2,2,-0.522480077,-0.109191544,-0.56434925,-0.038590076,0.01825689,0.1301134046,1,1,1,1,1,1,1,2,1,2,2,2,3,4,3,5,3,3,5,4,4,4,4,4,21,0.1716986746,1,0.5012018944,0.3633954098,1,0.524398234,1.3011340459
1473576528,0.4,0.6,0.1,2,2,2,1,1,3,0.1558864429,0.0122528684,0.1237805185,-0.663323524,-0.627129645,0.7833612674,1,2,2,1,1,2,2,1,1,1,1,2,1,4,1,1,1,1,1,4,4,4,4,4,22,0.4307367375,0,0.5816755982,0.9861518978,0,0.11507865,-0.166387326
2000225633,0.4,0.6,0.1,1,3,2,2,2,2,-0.610166034,0.864639803,0.0754609142,0.0872819223,-0.027675616,0.1110834524,1,2,1,1,1,1,1,2,2,2,2,2,5,2,5,2,5,2,2,6,2,6,2,2,23,0.5738867384,0,0.995114035,0.687264792,0,0.0483692182,1.1108345237
2007033381,0.4,0.6,0.1,1,2,1,2,1,2,-0.684105117,-0.106898014,-0.600277597,0.0925651214,-0.46984377,0.0772553724,1,1,1,1,1,1,1,2,1,2,1,2,5,4,4,5,4,4,4,5,5,5,4,5,24,0.2144064164,1,0.3682384642,0.5363243378,0,0.7019789874,0.7725537245
369857384,0.4,0.6,0.1,3,2,2,3,3,2,0.7449311404,0.0526349894,0.032711748,0.6602298525,0.8925135042,0.0406479053,2,2,2,2,2,2,2,1,1,2,2,1,6,5,2,6,6,6,2,1,1,5,5,5,25,0.1671284675,1,0.5326244875,0.0185169135,1,0.8626211508,0.4064790527
874432160,0.4,0.6,0.1,2,2,2,2,2,1,0.1059789053,-0.131471402,-0.180264561,0.0327435942,-0.144481025,-0.814159056,1,1,2,1,2,1,2,2,1,2,1,1,6,2,6,6,3,3,3,4,2,2,2,2,26,0.1527262056,1,0.126448948,0.8256781287,0,0.0331713702,-2.141590557
1104325215,0.4,0.6,0.1,1,2,1,1,2,1,-0.653861336,-0.080770199,-0.69539881,-0.529817814,0.0036929335,-0.625854212,1,1,1,1,1,1,1,2,1,1,2,1,4,6,5,5,4,4,5,4,6,4,4,6,27,0.0889435206,1,0.5179982421,0.4312943865,0,0.0274654646,-0.258542118
1442967529,0.4,0.6,0.1,2,1,2,2,2,1,-0.017885596,-0.602130592,0.1053955702,-0.031799918,0.1325068311,-0.658124427,2,1,2,2,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,3,3,5,3,28,0.2401338859,1,0.5763605836,0.4157217366,0,0.7328873918,-0.581244271
269415206,0.4,0.6,0.1,2,2,3,2,2,2,-0.027265748,0.1212383959,0.785358764,0.0008555653,-0.021526656,0.0497752428,1,2,2,1,1,1,2,1,2,2,2,2,6,6,3,6,6,3,3,3,3,3,3,6,29,0.3151075781,1,0.0688731363,0.7194344512,0,0.3738071133,0.4977524282
796374574,0.4,0.6,0.1,2,2,2,2,2,2,0.0866193163,-0.118483518,-0.096036769,0.1301767335,-0.032305755,-0.091323011,2,2,1,1,2,2,1,1,2,2,1,1,5,5,5,3,5,5,3,2,5,5,5,5,30,0.7043623932,0,0.246301178,0.2601327357,1,0.6099108772,-0.913230115
1344283049,0.4,0.6,0.1,3,2,2,3,2,2,0.6541881147,-0.065738081,0.1213468964,0.7258542225,-0.004774527,-0.091587656,2,2,2,2,2,2,2,1,1,2,1,1,3,3,5,3,3,5,5,2,2,3,2,3,31,0.9875429631,0,0.950282434,0.2325105235,1,0.8375251954,-0.915876557
196815700,0.4,0.6,0.1,1,1,1,1,1,1,-0.460639137,-0.458967069,-0.598834726,-0.619034403,-0.689264148,-0.574171567,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,6,6,2,6,6,6,3,6,3,32,0.5238661568,0,0.1992273686,0.4256527789,0,0.4038028821,0.2582843311
1193260466,0.4,0.6,0.1,3,2,2,2,3,3,0.9033960577,-0.010282741,-0.016350843,-0.06016406,0.8202619195,0.6239931279,2,1,2,2,2,2,2,2,1,1,2,2,5,1,6,5,6,6,6,3,1,1,3,1,33,0.2658496472,1,0.2705896666,0.3545415194,1,0.9812677917,-1.760068721
242400148,0.4,0.6,0.1,2,2,1,1,2,3,0.1073567841,-0.133934742,-0.494965422,-0.544335412,-0.074533423,0.8734390502,1,1,1,1,2,2,2,2,1,1,1,2,5,6,3,5,3,5,3,3,3,6,3,6,34,0.3890615126,1,0.6252189212,0.1335894881,1,0.5691057898,0.7343905018
2015235829,0.4,0.6,0.1,1,2,1,2,2,1,-0.442048564,0.0671428115,-0.773456008,-0.099198898,-0.172593767,-0.429925462,1,2,1,1,1,1,1,1,1,2,2,1,6,2,1,1,6,1,1,6,6,2,6,2,35,0.9185507753,0,0.5152847015,0.0075713308,1,0.5761711791,1.7007453848
244017995,0.4,0.6,0.1,2,2,3,1,3,2,-0.282147181,-0.049138247,0.7931739118,-0.635697638,0.6644853148,0.0249546611,2,1,2,1,2,1,1,2,2,1,2,2,6,5,6,6,6,1,1,5,5,5,5,5,36,0.9874504129,0,0.6395302967,0.1002748646,1,0.7566899372,0.2495466107
61584209,0.4,0.6,0.1,1,1,1,1,1,1,-0.768811245,-0.613208409,-0.577183714,-0.656595049,-0.606476924,-0.465712389,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,3,3,3,3,3,3,37,0.4831588531,0,0.5155900058,0.1269991962,1,0.6613458128,1.3428761061
1906361467,0.4,0.6,0.1,1,2,2,2,2,2,-0.545470352,-0.089975027,-0.11690238,0.1698724379,0.086553929,0.0908805366,1,2,1,1,1,1,1,1,2,2,2,2,4,5,4,4,4,3,3,3,3,5,5,5,38,0.5327727932,0,0.637604127,0.5971365802,0,0.3316737881,0.9088053658
747445227,0.4,0.6,0.1,2,2,2,3,3,1,-0.12195835,0.0895139953,-0.113111799,0.7292587223,0.65392503,-0.632034342,2,1,2,2,2,1,1,2,1,2,2,1,5,6,1,1,5,1,1,6,6,6,6,6,39,0.8474382557,0,0.5840356725,0.1667381004,1,0.115604654,-0.320343419
1807677195,0.4,0.6,0.1,2,1,2,1,1,2,-0.068739185,-0.587283183,-0.085478684,-0.568428199,-0.65517074,0.1079560421,2,1,2,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2,3,2,2,2,2,2,40,0.4814762233,0,0.0665435265,0.1600911483,1,0.5172364365,1.0795604213
293349623,0.4,0.6,0.1,1,2,2,2,2,2,-0.590844119,0.0320417017,0.1831562016,-0.025986507,-0.059163156,0.0572856221,1,2,1,1,1,1,1,1,2,2,2,2,1,4,4,4,4,1,4,2,4,4,4,4,41,0.5554012948,0,0.0879240297,0.5653839822,0,0.4025707768,0.5728562211
1968674623,0.4,0.6,0.1,1,2,2,1,2,2,-0.551577706,0.0666333672,0.0753529454,-0.701688011,-0.045939247,0.0526582884,1,2,1,1,1,1,1,1,2,1,2,2,3,5,5,5,5,5,5,5,5,5,5,5,42,0.0059058489,1,0.3737583977,0.735230401,0,0.3243796748,0.5265828836
2014201968,0.4,0.6,0.1,1,3,2,2,2,2,-0.511974022,0.6514100067,0.2139373455,0.1211199508,-0.048079709,0.1116929899,1,2,1,1,1,1,1,2,2,2,2,2,1,5,3,1,1,3,3,6,6,5,6,5,43,0.3542193232,1,0.3446196305,0.1195872939,1,0.7202046172,1.116929899
9672762,0.4,0.6,0.1,1,1,1,1,1,1,-0.804435624,-0.66818746,-0.804969929,-0.749160052,-0.414724135,-0.394282332,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,2,4,4,4,2,44,0.3767651801,1,0.0079726512,0.6827583675,0,0.7729054805,2.057176677
1832822569,0.4,0.6,0.1,2,1,2,2,1,2,0.1016891019,-0.521964247,0.0227905632,0.008457501,-0.706268742,0.1272622287,2,1,2,2,1,2,1,1,1,1,1,1,3,5,3,3,3,3,3,3,3,5,3,5,45,0.0189125175,1,0.3687012034,0.4660207785,0,0.1109393905,1.2726222868
1651017158,0.4,0.6,0.1,2,1,2,1,2,1,0.0035499827,-0.457268647,-0.089327327,-0.620071572,0.0260680261,-0.584283118,1,1,2,1,2,1,2,1,1,1,1,1,6,1,6,6,6,4,4,1,1,1,1,1,46,0.3864429688,1,0.3055898479,0.6606428924,0,0.545159674,0.1571688161
72834623,0.4,0.6,0.1,1,1,1,1,1,1,-0.613488597,-0.647445477,-0.771473917,-0.676114288,-0.68289991,-0.453027804,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,2,6,4,4,4,4,47,0.6312623893,0,0.4204202524,0.4729161428,0,0.0267674616,1.4697219627
2059748735,0.4,0.6,0.1,2,1,1,2,2,1,-0.090635212,-0.437959869,-0.645958991,0.1555609282,-0.045180829,-0.471113004,1,1,1,2,2,1,2,1,1,1,1,1,4,1,4,4,4,4,4,5,1,5,1,1,48,0.6233929957,0,0.077744511,0.0521740029,1,0.5473869497,1.2888699631
1574521963,0.4,0.6,0.1,2,1,1,2,2,2,0.0373519371,-0.476512012,-0.685078523,-0.097266132,0.026645443,-0.020848412,1,1,1,2,2,2,2,1,1,1,1,1,5,3,5,5,5,5,5,3,3,3,3,3,49,0.6375275173,0,0.9250745922,0.2763522981,1,0.1952131494,-0.208484121
957239873,0.4,0.6,0.1,2,1,2,2,2,2,-0.277968987,-0.500019297,0.0715931338,-0.01661313,0.0834016018,-0.064932172,1,1,2,2,2,2,2,1,1,1,1,1,2,6,2,2,2,2,2,3,3,3,3,6,50,0.0758038024,1,0.6476807337,0.0124907414,1,0.6405212878,-0.649321717
1438497673,0.4,0.6,0.1,3,2,3,2,3,3,0.8444603238,-0.117853413,0.7645192901,0.03190356,0.6984554301,0.7970068721,2,2,2,2,2,2,2,1,2,1,2,2,6,2,3,6,3,3,3,3,2,3,2,2,51,0.1018122668,1,0.1892357269,0.4657509231,0,0.4521018003,-0.029931279
1723288262,0.4,0.6,0.1,1,1,1,1,1,1,-0.533703692,-0.451540437,-0.726260292,-0.694493331,-0.593658124,-0.593485085,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,5,5,5,4,5,4,4,5,52,0.0263956022,1,0.2431531107,0.0489684795,1,0.544582627,0.0651491511
583949550,0.4,0.6,0.1,2,2,3,3,3,3,-0.085904434,-0.110538295,0.641131454,0.5942470088,0.752346504,0.7947849399,1,1,2,2,2,2,2,2,2,2,2,2,4,6,5,4,5,5,5,1,6,1,6,1,53,0.6767791215,0,0.7838542973,0.9718073746,0,0.7728230589,-0.052150601
777001991,0.4,0.6,0.1,2,2,1,2,2,1,0.0224522785,-0.012804866,-0.708987346,0.0524629897,-0.026232467,-0.609153828,1,2,1,2,2,1,2,1,1,1,1,1,4,2,4,2,2,2,2,6,6,6,6,2,54,0.1439863886,1,0.049010389,0.1758666137,1,0.9643625249,-0.091538275
786049461,0.4,0.6,0.1,1,2,1,1,2,1,-0.636338726,0.0264975298,-0.56198236,-0.670364294,-0.035868887,-0.668513751,1,2,1,1,1,1,1,1,1,1,2,1,6,4,6,6,6,6,6,1,1,1,1,1,55,0.2142684512,1,0.0279767197,0.5918286571,0,0.5562194472,-0.685137508
325305996,0.4,0.6,0.1,1,1,1,1,1,1,-0.650859769,-0.532988019,-0.654919937,-0.770198593,-0.64362964,-0.561993562,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,1,3,3,1,3,56,0.5766646762,0,0.262542925,0.6472239013,0,0.3329924938,0.3800643845
124667214,0.4,0.6,0.1,3,2,2,2,2,3,0.7385329236,0.0067858577,0.0061551949,-0.020933133,-0.077904207,0.9046986538,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,5,1,5,5,3,2,3,2,2,57,0.6931008262,0,0.7238844716,0.6880760126,0,0.1968925666,1.0469865377
405057460,0.4,0.6,0.1,1,3,2,2,2,2,-0.584557505,0.711438983,0.1570756604,-0.095526334,-0.044044529,0.0419697245,1,2,1,1,1,1,1,2,2,2,2,2,2,4,3,3,3,3,3,4,4,4,4,4,58,0.4580853807,0,0.6187293588,0.404120573,0,0.0774759828,0.4196972447
401155763,0.4,0.6,0.1,2,3,3,3,2,2,-0.069474156,0.8565631726,0.8429155592,0.7178193626,-0.043079419,0.0295576082,2,2,2,2,1,1,1,2,2,2,2,2,6,5,6,3,6,3,3,2,5,5,5,2,59,0.4168706198,0,0.8648529718,0.1070538951,1,0.3985122086,0.2955760823
1501007047,0.4,0.6,0.1,3,2,2,3,2,2,0.8460439119,0.0029360434,-0.16708465,0.9633116784,0.0107709828,-0.022496741,2,1,2,2,2,2,2,2,1,2,1,1,4,4,4,4,4,4,4,5,4,5,4,4,60,0.303672868,1,0.3938200466,0.8209468996,0,0.4876500487,-0.224967407
1857162352,0.4,0.6,0.1,2,2,3,1,3,1,-0.042898974,-0.173592531,0.9162529422,-0.595072599,0.8965766777,-0.530730459,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,5,1,1,5,1,1,2,2,2,61,0.1817381639,1,0.7350781079,0.8708070749,0,0.2271101052,0.6926954067
753838344,0.4,0.6,0.1,2,1,2,2,2,1,-0.162494397,-0.570647684,0.1197618771,-0.004810265,-0.058464286,-0.733100781,1,1,2,2,2,1,2,1,1,1,1,1,5,5,3,5,3,5,3,4,4,4,5,4,62,0.7000789883,0,0.2793648961,0.4654899074,0,0.9377271426,-1.331007812
587123722,0.4,0.6,0.1,2,3,2,3,2,3,0.0460459432,0.7112511278,-0.093256661,0.7840189929,0.1560898463,0.7869236537,1,2,1,2,1,2,2,2,2,2,2,2,5,2,2,5,5,5,2,1,1,1,1,1,63,0.1522531883,1,0.7029113945,0.6185858741,0,0.7025187275,-0.130763463
1714525643,0.4,0.6,0.1,1,1,1,1,1,1,-0.593260504,-0.677039135,-0.521675913,-0.677476442,-0.783657144,-0.555066735,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,5,1,4,4,1,1,1,64,0.0133140516,1,0.7872823569,0.2919916777,1,0.8110092952,0.4493326477
1527874309,0.4,0.6,0.1,3,3,3,3,3,3,0.7360894159,0.6793403651,0.8296713799,0.9301932325,0.8575112464,0.7412589843,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,2,2,3,2,5,5,5,5,5,65,0.8330834754,0,0.0712546106,0.039879397,1,0.7713495799,-0.587410157
2038899368,0.4,0.6,0.1,1,3,2,2,2,2,-0.539244531,0.8521000779,0.0437754539,-0.014666962,0.1836213453,0.1344661829,1,2,1,1,1,1,1,2,2,2,2,2,3,3,1,1,1,1,1,1,3,3,1,3,66,0.042442021,1,0.4908564298,0.4790282173,0,0.033972682,1.3446618295
1136786305,0.4,0.6,0.1,2,3,3,3,3,3,0.0497380286,0.8503274218,0.6745006817,0.8802519115,0.8055037401,0.657639368,2,2,2,2,2,2,1,2,2,2,2,2,6,4,1,6,1,1,1,6,6,4,6,6,67,0.1663698462,1,0.0161379613,0.2994543613,1,0.2903147276,-1.42360632
508052543,0.4,0.6,0.1,1,3,2,2,2,2,-0.423133346,0.7003336007,0.0827217764,-0.012005949,0.0529204974,0.0061458728,1,2,1,1,1,1,1,2,2,2,2,2,4,1,4,4,4,4,4,2,1,1,1,1,68,0.3887595764,1,0.3400585788,0.7000951589,0,0.2895645375,0.0614587278
1962050852,0.4,0.6,0.1,3,3,3,3,3,3,0.6706545108,0.6987353937,0.7137810877,0.9310044557,0.8094817048,0.9550615124,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,5,4,5,5,4,69,0.7333244214,0,0.4283437358,0.5128147069,0,0.0424534879,1.5506151244
1863809418,0.4,0.6,0.1,2,2,3,2,2,1,0.1750293852,0.1237356954,0.9365657886,0.0198639603,0.0501152447,-0.513048176,2,1,2,1,2,1,1,2,2,2,1,1,3,4,3,2,2,3,2,2,4,2,2,4,70,0.1762039658,1,0.5777706851,0.5207798469,0,0.2789606253,0.8695182408
488059656,0.4,0.6,0.1,2,2,2,3,1,3,0.115065599,-0.027036517,0.0300866552,0.7600467452,-0.5602137,0.8232157665,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,5,5,5,5,1,71,0.0606323392,1,0.3754323103,0.6849698111,0,0.2305307338,0.2321576654
286121952,0.4,0.6,0.1,2,1,1,2,1,1,0.156889813,-0.682612026,-0.605871344,0.0102365279,-0.614264329,-0.54225216,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,4,2,4,4,2,2,2,2,2,72,0.3709944246,1,0.3103079052,0.3549142267,1,0.8777896929,0.5774784005
2082645244,0.4,0.6,0.1,2,2,2,2,1,3,-0.059095159,0.0258300314,-0.006563416,-0.220608025,-0.517400218,0.8434028514,1,2,1,1,1,2,2,1,2,2,1,2,6,6,5,5,6,6,5,5,5,5,6,5,73,0.2818636928,1,0.7354763852,0.247000476,1,0.285074209,0.4340285141
663795979,0.4,0.6,0.1,2,2,2,1,3,2,-0.08182106,0.1475532785,-0.027978676,-0.482120166,0.8186480751,-0.050766578,1,1,1,1,2,1,2,2,2,1,2,2,4,6,4,1,4,4,1,1,1,1,1,1,74,0.6491528035,0,0.1964904942,0.7125185089,0,0.777056035,-0.507665777
554418248,0.4,0.6,0.1,2,3,3,2,3,3,-0.041436677,0.7557611589,0.8439313188,-0.222842099,0.710431757,0.7920042198,1,2,2,1,2,2,2,2,2,2,2,2,5,3,5,5,5,5,5,2,3,2,2,2,75,0.7232925872,0,0.7941528274,0.2937996305,1,0.0515094195,-0.079957802
1558354553,0.4,0.6,0.1,2,2,2,1,2,3,0.0938948406,-0.045039563,0.0206932009,-0.528132801,-0.141396364,0.781364256,2,2,2,1,2,2,1,1,1,1,1,2,2,5,2,4,2,2,4,6,6,6,5,6,76,0.953232469,0,0.2266439764,0.3046597807,1,0.1800869844,-0.18635744
1777749681,0.4,0.6,0.1,3,2,3,3,3,2,0.9266426163,-0.024693573,0.7331407844,0.836045809,0.6520866876,0.068571263,2,2,2,2,2,2,2,1,2,2,2,1,5,3,5,1,1,5,1,5,3,3,3,3,77,0.108575577,1,0.6796633749,0.0405618348,1,0.8565255054,0.6857126296
519817022,0.4,0.6,0.1,2,3,3,3,3,3,-0.0284683,0.6918506055,0.7304830898,0.8347830864,0.8153346534,0.8045270535,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,4,1,1,6,6,6,6,2,78,0.7742741843,0,0.8679483467,0.6936673646,0,0.1051322413,0.0452705348
1820151826,0.4,0.6,0.1,1,3,2,2,2,2,-0.710503107,0.7029392109,0.0925491695,-0.095591501,0.0837924795,0.0319766743,1,2,1,1,1,1,1,2,2,2,2,2,1,3,1,3,1,3,3,4,3,4,3,4,79,0.0092373318,1,0.0118493121,0.2840567433,1,0.3565562364,0.3197667429
1007790070,0.4,0.6,0.1,1,1,1,1,1,1,-0.569290205,-0.589805201,-0.687534081,-0.531487504,-0.704557243,-0.663293541,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,3,3,3,3,5,80,0.2498040596,1,0.1810734799,0.5328392189,0,0.1782641062,-0.632935408
224488389,0.4,0.6,0.1,2,2,1,2,3,2,0.0694219451,-0.10184949,-0.584150363,-0.065271429,0.7602205568,0.1330593355,1,2,1,2,2,1,2,1,1,1,2,2,3,1,6,3,3,3,6,5,5,1,1,5,81,0.4422514799,0,0.4036788682,0.092020975,1,0.0050746789,1.3305933549
2030941759,0.4,0.6,0.1,2,2,2,3,1,2,-0.021143089,-0.01368013,-0.099549724,0.7736778255,-0.492388143,0.1422224267,1,2,1,2,1,1,2,1,2,2,1,2,3,5,1,3,3,1,1,6,6,5,5,5,82,0.1926633344,1,0.187279929,0.5341451394,0,0.1624636334,1.4222242675
713882688,0.4,0.6,0.1,2,2,1,3,3,2,-0.052714885,-0.027559417,-0.578673265,0.9850965722,0.8027613849,-0.017663621,2,1,1,2,2,2,1,2,1,2,2,1,4,2,1,4,1,4,1,3,2,2,2,2,83,0.6620135497,0,0.2107784358,0.6228401594,0,0.2201137558,-0.176636208
1009867108,0.4,0.6,0.1,2,2,1,2,1,1,0.0684201316,0.1168509616,-0.671651011,0.1370271047,-0.795964159,-0.838888381,1,2,1,1,1,1,2,1,1,2,1,1,3,2,3,3,2,2,2,5,5,2,2,5,84,0.2210544218,1,0.3519396192,0.593809299,0,0.6108503782,-2.388883814
538638144,0.4,0.6,0.1,2,1,1,2,2,1,0.2493717037,-0.734456347,-0.396686382,0.0611443099,0.0561539557,-0.60096894,1,1,1,2,2,1,2,1,1,1,1,1,5,2,5,5,5,5,5,6,6,6,2,2,85,0.0799140232,1,0.1852744879,0.112895764,1,0.6550273326,-0.0096894
643094474,0.4,0.6,0.1,1,2,1,2,2,1,-0.688518186,-0.13087367,-0.429530099,0.0664601829,-0.19198439,-0.688117291,1,1,1,1,1,1,1,2,1,2,2,1,1,6,6,1,1,6,6,5,6,6,5,6,86,0.788324918,0,0.8452026326,0.944972408,0,0.1660908662,-0.881172911
